Mcat Name,Subcat name,PC_ITEM_ID,PC_ITEM_NAME,FK_IM_SPEC_MASTER_DESC,FK_IM_SPEC_OPTIONS_DESC,PC_ITEM_FOB_PRICE,PC_ITEM_MOQ_UNIT_TYPE
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2260,Conveyor Belt,Material,Rubber,140,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2260,Conveyor Belt,Brand,Jk m-24,140,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2261,Chevron Conveyor Belts,Tensile Strength,15 Newton Per Sq Mm,250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2261,Chevron Conveyor Belts,Belt Thickness,10 mm,250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2261,Chevron Conveyor Belts,Belt Width,100 - 1500 mm,250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2262,Super Heat Resistant Conveyor Belts,Thickness,8mm and above,216,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2263,Heavy Duty Conveyor Belts,Belt Width,"600,800,1000,1200,1400 & 1600 mm",1500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2263,Heavy Duty Conveyor Belts,Belt Thickness,8 - 12 mm,1500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2264,Rubber Conveyor Belts,Brand,Hilton,1300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2264,Rubber Conveyor Belts,Length,100 M,1300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2264,Rubber Conveyor Belts,Thickness,2-25 Mm,1300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2264,Rubber Conveyor Belts,Material,Rubber,1300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2264,Rubber Conveyor Belts,Tensile Strength,600 - 1200N,1300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2265,Flat Rubber Conveyor Belt,Tensile Strength,200- 1200 N,300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2265,Flat Rubber Conveyor Belt,Belt Thickness,7 - 15 mm,300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2265,Flat Rubber Conveyor Belt,Belt Width,Up to 2400 mm,300,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2266,Oil Resistant Conveyor Belt,Tensile Strength,200- 1200 N,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2266,Oil Resistant Conveyor Belt,Belt Thickness,7 - 15 mm,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2266,Oil Resistant Conveyor Belt,Belt Width,Up to 2400 mm,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2267,Rough Top Conveyor Belt,Belt Thickness,7 - 15 mm,800,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2267,Rough Top Conveyor Belt,Belt Width,Up to 2400 mm,800,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2267,Rough Top Conveyor Belt,Tensile Strength,200- 1200 N,800,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2268,PVC Rubber Conveyor Belt,Belt Thickness,2 - 10 mm,500,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2269,Chevron Conveyor Belt,Belt Thickness,7 - 15 mm,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2269,Chevron Conveyor Belt,Tensile Strength,200- 1200 N,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2269,Chevron Conveyor Belt,Belt Width,Up to 2400 mm,750,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2270,PVC Rubber Conveyor Belt,Tensile Strength,500 - 5000 Kg Force,500,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2270,PVC Rubber Conveyor Belt,Belt Width,50 - 2000 mm,500,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2271,Conveyor Belts,Belt Width,1200 mm,900,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2271,Conveyor Belts,Material,Rubber,900,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2271,Conveyor Belts,Belt Thickness,6 - 12 mm,900,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Size,Any,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Brand,Hilton masterflex,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Roller Materials,Carbon Steel,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Finish,Standard,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Usage/Application,Telescopic and bag loader,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2272,Wave Top and Telescopic Conveyor Belts,Roller Type,SIngle roller,2800,Square Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2273,PVC Coated Rubber Conveyor,Brand,Vassanti,200,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2273,PVC Coated Rubber Conveyor,Material,Rubber & PVC,200,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2273,PVC Coated Rubber Conveyor,Belt Thickness,8 - 12 mm,200,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2273,PVC Coated Rubber Conveyor,Belt Width,100 - 2000 mm,200,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2274,Crusher Belts,Belt Thickness,8 - 12 mm,1500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2274,Crusher Belts,Belt Width,"600,800,1000,1200,1400 & 1600 mm",1500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2275,Troughing Conveyor Belt,Material,Rubber & Nylon,1500,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2275,Troughing Conveyor Belt,Tensile Strength,1000 Per Sq Meter,1500,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2275,Troughing Conveyor Belt,Belt Thickness,5 - 25 mm,1500,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2275,Troughing Conveyor Belt,Belt Width,500 - 1400 mm,1500,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2276,Inclined Conveyor Belt,Belt Thickness,3 mm Plyboard,75000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2276,Inclined Conveyor Belt,Belt Width,18 mm,75000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2277,Tumblast Conveyor Belt For Shot Blasting Machine Only,Belt Width,850 - 1800 mm,10000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2277,Tumblast Conveyor Belt For Shot Blasting Machine Only,Belt Thickness,10 - 22 mm,10000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2277,Tumblast Conveyor Belt For Shot Blasting Machine Only,Brand,"Dunlop,MRF,phoenix",10000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2277,Tumblast Conveyor Belt For Shot Blasting Machine Only,Length,4000,10000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2278,Corrugate Sidewall Conveyor Belt,Belt Thickness,11 -15 mm,250000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2278,Corrugate Sidewall Conveyor Belt,Material,Rubber,250000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2278,Corrugate Sidewall Conveyor Belt,Belt Width,500 - 1000 mm,250000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2279,Rubber Conveyor Belt,Brand,Hilton,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2279,Rubber Conveyor Belt,Tensile Strength,600-1200 N,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2279,Rubber Conveyor Belt,Type,Rubber Conveyor Belt,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2279,Rubber Conveyor Belt,Material,Rubber,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2279,Rubber Conveyor Belt,Thickness,2mm - 25 mm,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2280,Rubber Conveyor Belt,Belt Thickness,2-25 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2280,Rubber Conveyor Belt,Material,Rubber,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2280,Rubber Conveyor Belt,Brand,Dunlop,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2280,Rubber Conveyor Belt,Tensile Strength,600-1200N,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2280,Rubber Conveyor Belt,Belt Width,100 - 2000 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2281,Rubber Conveyor Belts,Brand,Mandelia Transmissions,350,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2281,Rubber Conveyor Belts,Length,As Per Client's Need,350,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2281,Rubber Conveyor Belts,Thickness,3 Mm To 50 Mm,350,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2281,Rubber Conveyor Belts,Type,General Purpose Belts,350,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2281,Rubber Conveyor Belts,Material,Rubber,350,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2282,Rubber Conveyor Belt,Material,Rubber,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2282,Rubber Conveyor Belt,Brand,Dynamac,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2282,Rubber Conveyor Belt,Length,UPTO 250 MTRS,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2282,Rubber Conveyor Belt,Thickness,8-15MM,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2283,Endless Conveyor Belt with V-Cleats,Belt Width,100-1500 mm,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2283,Endless Conveyor Belt with V-Cleats,Material,Rubber,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2283,Endless Conveyor Belt with V-Cleats,Tensile Strength,200 Kg/Square Meter,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2283,Endless Conveyor Belt with V-Cleats,Belt Thickness,5-10 mm,2000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2284,Indus Conveyor Belt,Type,General Purpose Belts,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2284,Indus Conveyor Belt,Material,Rubber,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2284,Indus Conveyor Belt,Belt Width,400-1600mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2284,Indus Conveyor Belt,Belt Thickness,8-12 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2284,Indus Conveyor Belt,Thickness,8-12 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2285,Rubber Conveyor Belts,Material,Rubber,1000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2285,Rubber Conveyor Belts,Belt Thickness,6 - 12 mm,1000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2285,Rubber Conveyor Belts,Belt Width,200 - 1500 mm,1000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2286,Corrugated Sidewall Conveyor Belt,Belt Thickness,10 mm,140,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2286,Corrugated Sidewall Conveyor Belt,Belt Width,100 - 1500 mm,140,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2287,3 Ply Conveyor Belt,Belt Width,40 - 100 mm,200,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2287,3 Ply Conveyor Belt,Type,General Purpose Belts,200,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2287,3 Ply Conveyor Belt,Belt Thickness,2 - 5 mm,200,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2288,Endless Rubber Conveyor Belt,Material,Rubber,600,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2288,Endless Rubber Conveyor Belt,Belt Width,40 - 100 mm,600,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2288,Endless Rubber Conveyor Belt,Type,General Purpose Belts,600,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2288,Endless Rubber Conveyor Belt,Length,35 m,600,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2289,Rubber Conveyor Belt,Tensile Strength,200- 1200 N,500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2289,Rubber Conveyor Belt,Belt Thickness,7 - 15 mm,500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2289,Rubber Conveyor Belt,Belt Width,Up to 2400 mm,500,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2290,V Conveyor Belt,Size,21/32'',40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2290,V Conveyor Belt,Belt Width,40 - 100 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2290,V Conveyor Belt,Type,General Purpose Belts,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2290,V Conveyor Belt,Belt Thickness,2 - 5 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2290,V Conveyor Belt,Material,Rubber,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2291,Industrial V Conveyor Belt,Material,Rubber,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2291,Industrial V Conveyor Belt,Belt Width,40 - 100 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2291,Industrial V Conveyor Belt,Type,General Purpose Belts,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2291,Industrial V Conveyor Belt,Belt Thickness,2 - 5 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2291,Industrial V Conveyor Belt,Thickness,10 - 50 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2292,Automotive V Conveyor Belt,Type,General Purpose Belts,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2292,Automotive V Conveyor Belt,Material,Rubber,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2292,Automotive V Conveyor Belt,Belt Width,40 - 100 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2292,Automotive V Conveyor Belt,Thickness,5 - 50 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2292,Automotive V Conveyor Belt,Length,Customized,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2293,Narrow V Conveyor Belt,Material,Rubber,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2293,Narrow V Conveyor Belt,Belt Width,40 - 100 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2293,Narrow V Conveyor Belt,Type,General Purpose Belts,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2293,Narrow V Conveyor Belt,Belt Thickness,2 - 5 mm,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2293,Narrow V Conveyor Belt,Length,Customized,40,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2294,Endless Conveyor Belt,Length,50m-400m,15000,Piece
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2295,General Purpose Conveyor Belt,Material,Rubber,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2295,General Purpose Conveyor Belt,Belt Thickness,5 - 25 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2295,General Purpose Conveyor Belt,Belt Width,Upto 2000 mm,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2295,General Purpose Conveyor Belt,Type,General Purpose Belts,1000,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2296,General Conveyor Belt,Belt Width,450 - 1600 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2296,General Conveyor Belt,Material,Rubber,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2296,General Conveyor Belt,Tensile Strength,18 MPa,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2296,General Conveyor Belt,Belt Thickness,8 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2297,Rough Top Conveyor Belt,Belt Width,450 - 1600 mm,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2297,Rough Top Conveyor Belt,Material,Rubber,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2297,Rough Top Conveyor Belt,Tensile Strength,18 MPa,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2297,Rough Top Conveyor Belt,Belt Thickness,8 mm,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Belt Thickness,8 - 15 mm,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Material,Rubber,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Type,General Purpose Belts,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Belt Width,450 - 1200 mm,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Tensile Strength,"400/4,630/4 & 315/3 MPa",1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2298,Rubber Conveyor Belt,Length,25 to 1000 Meter,1250,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2299,Rubber Conveyor Belt,Tensile Strength,18 MPa,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2299,Rubber Conveyor Belt,Belt Thickness,8 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2299,Rubber Conveyor Belt,Belt Width,450 - 1600 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2299,Rubber Conveyor Belt,Material,Rubber,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2300,Rubber Conveyor Belt,Belt Width,300 - 1200 mm,700,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2300,Rubber Conveyor Belt,Material,Rubber,700,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2300,Rubber Conveyor Belt,Belt Thickness,8 - 16 mm,700,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Material,RUBBER,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Belt Thickness,11 -15 mm,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Length,100MTR,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Type,FLAT BELT,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Belt Width,500 - 1000 mm,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2301,Heavy Duty Conveyor Belt,Thickness,6 MM TO 15 MM,575,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2302,Printer Conveyor Belt,Belt Width,100 - 500 mm,35000,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2302,Printer Conveyor Belt,Belt Thickness,2 - 5 mm,35000,Unit
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2303,Food Grade Conveyor Belts,Tensile Strength,Customized,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2303,Food Grade Conveyor Belts,Belt Thickness,1 - 5 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2303,Food Grade Conveyor Belts,Belt Width,Upto 2200 mm,1100,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2304,Industrial Conveyor Belt,Material,Stainless Steel And Rubber,600,Meter
Rubber Conveyor Belt,"Belt Conveyor, Roller Conveyor, Screw Conveyors and Conveyor Systems",2304,Industrial Conveyor Belt,Finish,Polished,600,Meter
